timestamp,r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,ES_SENSOR_KB_SENT,ES_SENSOR_KB_RECV
1649671692,3,0,0,3221128,28352,570908,0,0,0,0,56358,145640,2,20,77,0,0,14.9012,0.928125
1649671706,4,0,0,3221316,28356,570908,0,0,0,0,59226,144584,3,23,74,0,0,15.7066,1.00547
1649671720,3,0,0,3222080,28364,570908,0,0,0,0,57981,143189,2,20,78,0,0,15.5053,1.00547
1649671734,4,0,0,3221860,28368,570908,0,0,0,0,57744,142515,2,21,77,0,0,18.123,1.14727
1649671748,1,0,0,3221952,28376,570908,0,0,0,0,60381,149043,5,16,78,0,0,15.3039,0.979688
1649671762,3,0,0,3222268,28384,570908,0,0,0,0,57742,143180,1,19,80,0,0,15.3039,0.953906
1649671776,4,0,0,3222120,28388,570908,0,0,0,0,57878,143474,2,22,76,0,0,15.5053,0.992578
1649671790,3,0,0,3221740,28392,570908,0,0,0,0,57854,143478,3,18,79,0,0,14.6998,0.953906
1649671804,3,0,0,3222552,28396,570908,0,0,0,0,60372,149021,1,17,82,0,0,19.1299,1.22461
1649671818,2,0,0,3221968,28404,570908,0,0,0,0,56034,138996,6,20,74,0,0,19.1299,1.22461
1649671832,3,0,0,3222080,28408,570908,0,0,0,0,57494,142571,1,21,77,0,0,19.1299,1.17305
1649671846,2,0,0,3222300,28412,570908,0,0,0,0,57484,142367,2,26,72,0,0,19.1299,1.22461
1649671860,3,0,0,3222104,28416,570908,0,0,0,0,59792,147577,1,16,83,0,0,15.3039,0.966797
1649671874,3,0,0,3221788,28424,570912,0,0,0,0,57883,143498,2,22,77,0,0,18.7271,1.19883
1649671888,3,0,0,3222096,28432,570908,0,0,0,0,56127,137699,5,21,74,0,0,15.7066,1.00547
1649671902,1,0,0,3222200,28436,570908,0,0,0,0,57489,142514,2,19,80,0,0,15.5053,0.992578
1649671916,4,0,0,3221956,28444,570908,0,0,0,0,59380,146644,1,20,79,0,0,15.3039,0.979688
1649671930,1,0,0,3221888,28448,570908,0,0,0,0,43625,129123,2,20,77,0,0,14.4984,0.941016
1649671944,4,0,0,3222092,28456,570908,0,0,0,0,57903,143579,1,16,83,0,0,15.5053,0.979688
1649671958,2,0,0,3221872,28464,570908,0,0,0,0,55783,139149,5,19,76,0,0,15.7066,1.00547
1649671972,2,0,0,3222360,28468,570912,0,0,0,0,58853,145661,2,17,81,0,0,14.4984,0.928125
1649671986,2,0,0,3222116,28472,570912,0,0,0,0,58621,144516,1,18,81,0,0,15.5053,0.992578
1649672000,2,0,0,3221644,28476,570912,0,0,0,0,43279,128221,2,23,75,0,0,15.3039,0.966797
1649672014,5,0,0,3221336,28484,570912,0,0,0,0,57861,143335,2,20,78,0,0,18.123,1.16016
1649672028,5,0,0,3221220,28488,570912,0,0,0,0,54078,136895,6,21,74,0,0,19.1299,1.22461
1649672042,2,0,0,3221456,28492,570912,0,0,0,0,57414,142332,1,21,77,0,0,18.9285,1.21172
1649672056,3,0,0,3221380,28496,570912,0,0,0,0,57787,143282,2,22,76,0,0,15.5053,0.992578
1649672070,3,0,0,3221472,28504,570912,0,0,0,0,57904,142803,4,24,72,0,0,14.9012,0.953906
1649672084,3,0,0,3221480,28512,570912,0,0,0,0,57787,143140,2,22,75,0,0,15.5053,0.979688
1649672098,5,0,0,3221504,28516,570912,0,0,0,0,42599,125962,6,21,73,0,0,19.1299,1.22461
1649672112,2,0,0,3221244,28524,570916,0,0,0,0,57587,142022,2,22,77,0,0,15.1025,0.953906
1649672126,3,0,0,3221236,28528,570912,0,0,0,0,57951,142880,1,25,74,0,0,15.5053,0.992578
1649672140,3,0,0,3221636,28536,570912,0,0,0,0,58587,144351,1,20,78,0,0,19.3312,1.21172
1649672154,6,0,0,3222116,28544,570912,0,0,0,0,57908,143469,2,23,75,0,0,18.3244,1.17305
1649672168,3,0,0,3221744,28548,570912,0,0,0,0,55873,139326,5,22,74,0,0,15.3039,0.979688
1649672182,1,0,0,3222272,28552,570912,0,0,0,0,58691,144613,2,26,72,0,0,19.1299,1.21172
1649672196,4,0,0,3222224,28556,570912,0,0,0,0,43421,128197,2,24,74,0,0,15.3039,0.979688
1649672210,1,0,0,3222132,28564,570912,0,0,0,0,51639,136519,2,23,75,0,0,14.9012,0.941016
